Entity,Code,Year,Wind
Asia,,1989,0
Asia,,1990,0.0003617049
Asia,,1991,0.001282293
Asia,,1992,0.0022030992
Asia,,1993,0.002966479
Asia,,1994,0.0052620373
Asia,,1995,0.009747499
Asia,,1996,0.008180387
Asia,,1997,0.009731156
Asia,,1998,0.011843368
Asia,,1999,0.015976936
Asia,,2000,0.018002667
Asia,,2001,0.023261726
Asia,,2002,0.023838393
Asia,,2003,0.029119805
Asia,,2004,0.04680898
Asia,,2005,0.054247662
Asia,,2006,0.07991449
Asia,,2007,0.09951568
Asia,,2008,0.1462783
Asia,,2009,0.22116426
Asia,,2010,0.31686765
Asia,,2011,0.42347613
Asia,,2012,0.5324647
Asia,,2013,0.66183937
Asia,,2014,0.7312355
Asia,,2015,0.81551564
Asia,,2016,1.03
Asia,,2017,1.2410204
Asia,,2018,1.4212132
Asia,,2019,1.5168473
Asia,,2020,1.7098172
Asia,,2021,2.2089417
Asia,,2022,2.476051
Asia,,2023,2.7384496
Asia,,2024,2.9464247
Asia Pacific (EI),,1965,0
Asia Pacific (EI),,1966,0
Asia Pacific (EI),,1967,0
Asia Pacific (EI),,1968,0
Asia Pacific (EI),,1969,0
Asia Pacific (EI),,1970,0
Asia Pacific (EI),,1971,0
Asia Pacific (EI),,1972,0
Asia Pacific (EI),,1973,0
Asia Pacific (EI),,1974,0
Asia Pacific (EI),,1975,0
Asia Pacific (EI),,1976,0
Asia Pacific (EI),,1977,0
Asia Pacific (EI),,1978,0
Asia Pacific (EI),,1979,0
Asia Pacific (EI),,1980,0
Asia Pacific (EI),,1981,0
Asia Pacific (EI),,1982,0
Asia Pacific (EI),,1983,0
Asia Pacific (EI),,1984,0
Asia Pacific (EI),,1985,0
Asia Pacific (EI),,1986,0
Asia Pacific (EI),,1987,0
Asia Pacific (EI),,1988,0
Asia Pacific (EI),,1989,0
Asia Pacific (EI),,1990,0.00042608372
Asia Pacific (EI),,1991,0.0015330093
Asia Pacific (EI),,1992,0.0026487904
Asia Pacific (EI),,1993,0.0035560683
Asia Pacific (EI),,1994,0.0063134725
Asia Pacific (EI),,1995,0.011585985
Asia Pacific (EI),,1996,0.009773311
Asia Pacific (EI),,1997,0.011613521
Asia Pacific (EI),,1998,0.014269137
Asia Pacific (EI),,1999,0.018968321
Asia Pacific (EI),,2000,0.022769768
Asia Pacific (EI),,2001,0.030082457
Asia Pacific (EI),,2002,0.032930084
Asia Pacific (EI),,2003,0.039689165
Asia Pacific (EI),,2004,0.06177991
Asia Pacific (EI),,2005,0.07426717
Asia Pacific (EI),,2006,0.10783415
Asia Pacific (EI),,2007,0.13380976
Asia Pacific (EI),,2008,0.18941784
Asia Pacific (EI),,2009,0.27994204
Asia Pacific (EI),,2010,0.3881692
Asia Pacific (EI),,2011,0.51212823
Asia Pacific (EI),,2012,0.6420008
Asia Pacific (EI),,2013,0.79216236
Asia Pacific (EI),,2014,0.8741687
Asia Pacific (EI),,2015,0.96992934
Asia Pacific (EI),,2016,1.2156311
Asia Pacific (EI),,2017,1.4534117
Asia Pacific (EI),,2018,1.6595788
Asia Pacific (EI),,2019,1.7711704
Asia Pacific (EI),,2020,1.9927503
Asia Pacific (EI),,2021,2.5648718
Asia Pacific (EI),,2022,2.879121
Asia Pacific (EI),,2023,3.1827047
Asia Pacific (EI),,2024,3.4158866
Australia,AUS,1965,0
Australia,AUS,1966,0
Australia,AUS,1967,0
Australia,AUS,1968,0
Australia,AUS,1969,0
Australia,AUS,1970,0
Australia,AUS,1971,0
Australia,AUS,1972,0
Australia,AUS,1973,0
Australia,AUS,1974,0
Australia,AUS,1975,0
Australia,AUS,1976,0
Australia,AUS,1977,0
Australia,AUS,1978,0
Australia,AUS,1979,0
Australia,AUS,1980,0
Australia,AUS,1981,0
Australia,AUS,1982,0
Australia,AUS,1983,0
Australia,AUS,1984,0
Australia,AUS,1985,0
Australia,AUS,1986,0
Australia,AUS,1987,0
Australia,AUS,1988,0
Australia,AUS,1989,0
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0.0005137098
Australia,AUS,1994,0.0013609204
Australia,AUS,1995,0.0016887109
Australia,AUS,1996,0.0016405967
Australia,AUS,1997,0.0017155878
Australia,AUS,1998,0.0040211766
Australia,AUS,1999,0.009228224
Australia,AUS,2000,0.028583746
Australia,AUS,2001,0.060407713
Australia,AUS,2002,0.10919641
Australia,AUS,2003,0.14128973
Australia,AUS,2004,0.15373556
Australia,AUS,2005,0.2481683
Australia,AUS,2006,0.39390376
Australia,AUS,2007,0.50461876
Australia,AUS,2008,0.5968655
Australia,AUS,2009,0.77319026
Australia,AUS,2010,0.8624067
Australia,AUS,2011,1.0724734
Australia,AUS,2012,1.300077
Australia,AUS,2013,1.5278032
Australia,AUS,2014,1.593292
Australia,AUS,2015,1.8767703
Australia,AUS,2016,2.0472093
Australia,AUS,2017,2.0693045
Australia,AUS,2018,2.4995344
Australia,AUS,2019,2.8830655
Australia,AUS,2020,3.5427074
Australia,AUS,2021,4.183178
Australia,AUS,2022,4.4803987
Australia,AUS,2023,4.7319803
Australia,AUS,2024,4.817098
Austria,AUT,1965,0
Austria,AUT,1966,0
Austria,AUT,1967,0
Austria,AUT,1968,0
Austria,AUT,1969,0
Austria,AUT,1970,0
Austria,AUT,1971,0
Austria,AUT,1972,0
Austria,AUT,1973,0
Austria,AUT,1974,0
Austria,AUT,1975,0
Austria,AUT,1976,0
Austria,AUT,1977,0
Austria,AUT,1978,0
Austria,AUT,1979,0
Austria,AUT,1980,0
Austria,AUT,1981,0
Austria,AUT,1982,0
Austria,AUT,1983,0
Austria,AUT,1984,0
Austria,AUT,1985,0
Austria,AUT,1986,0
Austria,AUT,1987,0
Austria,AUT,1988,0
Austria,AUT,1989,0
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0
Austria,AUT,1994,0
Austria,AUT,1995,0.0007696948
Austria,AUT,1996,0.0037592738
Austria,AUT,1997,0.014855255
Austria,AUT,1998,0.032683592
Austria,AUT,1999,0.036759
Austria,AUT,2000,0.04802148
Austria,AUT,2001,0.118976034
Austria,AUT,2002,0.13922063
Austria,AUT,2003,0.24826401
Austria,AUT,2004,0.60215753
Austria,AUT,2005,0.84313923
Austria,AUT,2006,1.1179258
Austria,AUT,2007,1.3111789
Austria,AUT,2008,1.2715182
Austria,AUT,2009,1.274925
Austria,AUT,2010,1.2972783
Austria,AUT,2011,1.287989
Austria,AUT,2012,1.5613439
Austria,AUT,2013,2.001879
Austria,AUT,2014,2.5281246
Austria,AUT,2015,3.1489756
Austria,AUT,2016,3.2741911
Austria,AUT,2017,4.009012
Austria,AUT,2018,3.741539
Austria,AUT,2019,4.394701
Austria,AUT,2020,4.2795367
Austria,AUT,2021,4.164872
Austria,AUT,2022,4.749163
Austria,AUT,2023,5.0925145
Austria,AUT,2024,5.579832
Azerbaijan,AZE,1985,0
Azerbaijan,AZE,1986,0
Azerbaijan,AZE,1987,0
Azerbaijan,AZE,1988,0
Azerbaijan,AZE,1989,0
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0.0042470405
Azerbaijan,AZE,2010,0.0010184578
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.0013289658
Azerbaijan,AZE,2014,0.0037271632
Azerbaijan,AZE,2015,0.006788267
Azerbaijan,AZE,2016,0.033726737
Azerbaijan,AZE,2017,0.03315192
Azerbaijan,AZE,2018,0.11697866
Azerbaijan,AZE,2019,0.14055991
Azerbaijan,AZE,2020,0.12844823
Azerbaijan,AZE,2021,0.11408795
Azerbaijan,AZE,2022,0.09745267
Azerbaijan,AZE,2023,0.062232543
Azerbaijan,AZE,2024,0.05979515
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0
Bangladesh,BGD,2003,0
Bangladesh,BGD,2004,0
Bangladesh,BGD,2005,0
Bangladesh,BGD,2006,0.0020792445
Bangladesh,BGD,2007,0.0020108067
Bangladesh,BGD,2008,0.0034346303
Bangladesh,BGD,2009,0.00545766
Bangladesh,BGD,2010,0.005292609
Bangladesh,BGD,2011,0.0048672003
Bangladesh,BGD,2012,0.0044576474
Bangladesh,BGD,2013,0.004240896
Bangladesh,BGD,2014,0.0040602423
Bangladesh,BGD,2015,0.003341886
Bangladesh,BGD,2016,0.0033029155
Bangladesh,BGD,2017,0.0031539535
Bangladesh,BGD,2018,0.0029387001
Bangladesh,BGD,2019,0.002607298
Bangladesh,BGD,2020,0.0027511704
Bangladesh,BGD,2021,0.0025422664
Bangladesh,BGD,2022,0.0024384833
Bangladesh,BGD,2023,0.007986805
Bangladesh,BGD,2024,0.044831406
Belarus,BLR,1985,0
Belarus,BLR,1986,0
Belarus,BLR,1987,0
Belarus,BLR,1988,0
Belarus,BLR,1989,0
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0.0009603986
Belarus,BLR,2005,0.00094620796
Belarus,BLR,2006,0.0008850537
Belarus,BLR,2007,0.0009024081
Belarus,BLR,2008,0.000883616
Belarus,BLR,2009,0.0009290756
Belarus,BLR,2010,0.0008505133
Belarus,BLR,2011,0.0034465324
Belarus,BLR,2012,0.0047549526
Belarus,BLR,2013,0.0069551584
Belarus,BLR,2014,0.0077672955
Belarus,BLR,2015,0.03698884
Belarus,BLR,2016,0.06724692
Belarus,BLR,2017,0.08731272
Belarus,BLR,2018,0.0801954
Belarus,BLR,2019,0.13311613
Belarus,BLR,2020,0.15949905
Belarus,BLR,2021,0.13249786
Belarus,BLR,2022,0.1415989
Belarus,BLR,2023,0.13834971
Belarus,BLR,2024,0.13426557
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0.0028930907
Belgium,BEL,1988,0.0037821757
Belgium,BEL,1989,0.0032843153
Belgium,BEL,1990,0.0031426246
Belgium,BEL,1991,0.0034708295
Belgium,BEL,1992,0.003913387
Belgium,BEL,1993,0.0035351093
Belgium,BEL,1994,0.003779854
Belgium,BEL,1995,0.003733764
Belgium,BEL,1996,0.0031244894
Belgium,BEL,1997,0.0030934862
Belgium,BEL,1998,0.004171219
Belgium,BEL,1999,0.0049663475
Belgium,BEL,2000,0.0060031815
Belgium,BEL,2001,0.013922999
Belgium,BEL,2002,0.021379083
Belgium,BEL,2003,0.031599347
Belgium,BEL,2004,0.0505111
Belgium,BEL,2005,0.08102855
Belgium,BEL,2006,0.12956142
Belgium,BEL,2007,0.17169806
Belgium,BEL,2008,0.2175205
Belgium,BEL,2009,0.36678487
Belgium,BEL,2010,0.44196928
Belgium,BEL,2011,0.8435545
Belgium,BEL,2012,1.0434457
Belgium,BEL,2013,1.3429035
Belgium,BEL,2014,1.81395
Belgium,BEL,2015,2.1569068
Belgium,BEL,2016,1.9308202
Belgium,BEL,2017,2.2903442
Belgium,BEL,2018,2.651749
Belgium,BEL,2019,3.2926464
Belgium,BEL,2020,4.8033385
Belgium,BEL,2021,4.0326514
Belgium,BEL,2022,4.4035287
Belgium,BEL,2023,5.842005
Belgium,BEL,2024,5.0245643
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0.00028024262
Brazil,BRA,1997,0.0005294729
Brazil,BRA,1998,0.00063521176
Brazil,BRA,1999,0.0002506272
Brazil,BRA,2000,0.00012031193
Brazil,BRA,2001,0.0042740935
Brazil,BRA,2002,0.0072701937
Brazil,BRA,2003,0.007130033
Brazil,BRA,2004,0.006756175
Brazil,BRA,2005,0.009955771
Brazil,BRA,2006,0.024562504
Brazil,BRA,2007,0.064199165
Brazil,BRA,2008,0.10873516
Brazil,BRA,2009,0.113718495
Brazil,BRA,2010,0.18189056
Brazil,BRA,2011,0.21621478
Brazil,BRA,2012,0.39016768
Brazil,BRA,2013,0.49024144
Brazil,BRA,2014,0.88563186
Brazil,BRA,2015,1.5778708
Brazil,BRA,2016,2.4902167
Brazil,BRA,2017,3.109795
Brazil,BRA,2018,3.533952
Brazil,BRA,2019,3.972503
Brazil,BRA,2020,4.211469
Brazil,BRA,2021,5.0763693
Brazil,BRA,2022,5.500366
Brazil,BRA,2023,6.217218
Brazil,BRA,2024,6.916424
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0.001252045
Bulgaria,BGR,2005,0.005264536
Bulgaria,BGR,2006,0.022439614
Bulgaria,BGR,2007,0.05379878
Bulgaria,BGR,2008,0.14040624
Bulgaria,BGR,2009,0.3100328
Bulgaria,BGR,2010,0.846632
Bulgaria,BGR,2011,1.0002005
Bulgaria,BGR,2012,1.4862165
Bulgaria,BGR,2013,1.7909703
Bulgaria,BGR,2014,1.6162415
Bulgaria,BGR,2015,1.6516666
Bulgaria,BGR,2016,1.6959977
Bulgaria,BGR,2017,1.7377008
Bulgaria,BGR,2018,1.5134825
Bulgaria,BGR,2019,1.5551257
Bulgaria,BGR,2020,1.8848292
Bulgaria,BGR,2021,1.606929
Bulgaria,BGR,2022,1.6198282
Bulgaria,BGR,2023,1.9827183
Bulgaria,BGR,2024,1.7721343
CIS (EI),,1965,0
CIS (EI),,1966,0
CIS (EI),,1967,0
CIS (EI),,1968,0
CIS (EI),,1969,0
CIS (EI),,1970,0
CIS (EI),,1971,0
CIS (EI),,1972,0
CIS (EI),,1973,0
CIS (EI),,1974,0
CIS (EI),,1975,0
CIS (EI),,1976,0
CIS (EI),,1977,0
CIS (EI),,1978,0
CIS (EI),,1979,0
CIS (EI),,1980,0
CIS (EI),,1981,0
CIS (EI),,1982,0
CIS (EI),,1983,0
CIS (EI),,1984,0
CIS (EI),,1985,0
CIS (EI),,1986,0
CIS (EI),,1987,0
CIS (EI),,1988,0
CIS (EI),,1989,0
CIS (EI),,1990,0
CIS (EI),,1991,0
CIS (EI),,1992,0
CIS (EI),,1993,0
CIS (EI),,1994,0
CIS (EI),,1995,0
CIS (EI),,1996,0
CIS (EI),,1997,0
CIS (EI),,1998,0
CIS (EI),,1999,0
CIS (EI),,2000,0.000059887916
CIS (EI),,2001,0.000095359705
CIS (EI),,2002,0.00018961716
CIS (EI),,2003,0.00025618714
CIS (EI),,2004,0.00023292567
CIS (EI),,2005,0.00022461388
CIS (EI),,2006,0.00024276288
CIS (EI),,2007,0.0002847974
CIS (EI),,2008,0.00021750605
CIS (EI),,2009,0.00031285573
CIS (EI),,2010,0.0002606924
CIS (EI),,2011,0.0003186133
CIS (EI),,2012,0.0004507481
CIS (EI),,2013,0.0005307539
CIS (EI),,2014,0.0031077177
CIS (EI),,2015,0.008306226
CIS (EI),,2016,0.012820006
CIS (EI),,2017,0.0146273365
CIS (EI),,2018,0.019103931
CIS (EI),,2019,0.031251777
CIS (EI),,2020,0.059140626
CIS (EI),,2021,0.105891004
CIS (EI),,2022,0.15151066
CIS (EI),,2023,0.19257039
CIS (EI),,2024,0.21796298
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0.000099237186
Canada,CAN,1986,0.00009833288
Canada,CAN,1987,0.00009525417
Canada,CAN,1988,0.0000914756
Canada,CAN,1989,0.000090470516
Canada,CAN,1990,0.00018065378
Canada,CAN,1991,0.0001800767
Canada,CAN,1992,0.005390814
Canada,CAN,1993,0.005258993
Canada,CAN,1994,0.0050651664
Canada,CAN,1995,0.004942778
Canada,CAN,1996,0.005058712
Canada,CAN,1997,0.0050308816
Canada,CAN,1998,0.0050998344
Canada,CAN,1999,0.012915858
