Entity,Code,Year,Hydro
Europe (EI),,1993,6.450821
Europe (EI),,1994,6.66416
Europe (EI),,1995,6.6084685
Europe (EI),,1996,6.256679
Europe (EI),,1997,6.5145555
Europe (EI),,1998,6.775336
Europe (EI),,1999,6.8737154
Europe (EI),,2000,7.0546713
Europe (EI),,2001,6.884028
Europe (EI),,2002,6.3094115
Europe (EI),,2003,5.8005424
Europe (EI),,2004,6.1145835
Europe (EI),,2005,6.046992
Europe (EI),,2006,5.8659186
Europe (EI),,2007,5.8964124
Europe (EI),,2008,6.1919746
Europe (EI),,2009,6.5171404
Europe (EI),,2010,6.868848
Europe (EI),,2011,6.1230383
Europe (EI),,2012,6.7088046
Europe (EI),,2013,7.1080556
Europe (EI),,2014,7.13783
Europe (EI),,2015,6.9723134
Europe (EI),,2016,7.0143814
Europe (EI),,2017,6.1652527
Europe (EI),,2018,6.764345
Europe (EI),,2019,6.6377907
Europe (EI),,2020,7.4748263
Europe (EI),,2021,7.0528283
Europe (EI),,2022,6.333755
Europe (EI),,2023,7.3385625
Europe (EI),,2024,7.8359647
European Union (27),,1965,6.24802
European Union (27),,1966,6.5762997
European Union (27),,1967,6.1266766
European Union (27),,1968,5.833792
European Union (27),,1969,5.289058
European Union (27),,1970,5.2009144
European Union (27),,1971,5.011135
European Union (27),,1972,4.9925175
European Union (27),,1973,4.6970277
European Union (27),,1974,5.1251855
European Union (27),,1975,5.18744
European Union (27),,1976,4.2599406
European Union (27),,1977,5.58416
European Union (27),,1978,5.2280555
European Union (27),,1979,5.2893696
European Union (27),,1980,5.098242
European Union (27),,1981,5.186154
European Union (27),,1982,5.2222414
European Union (27),,1983,5.305948
European Union (27),,1984,5.2231894
European Union (27),,1985,5.06541
European Union (27),,1986,4.717657
European Union (27),,1987,5.0729113
European Union (27),,1988,5.312953
European Union (27),,1989,4.3300633
European Union (27),,1990,4.4815025
European Union (27),,1991,4.7311277
European Union (27),,1992,5.016444
European Union (27),,1993,5.1833572
European Union (27),,1994,5.353427
European Union (27),,1995,5.19696
European Union (27),,1996,5.017473
European Union (27),,1997,5.1971097
European Union (27),,1998,5.328716
European Union (27),,1999,5.330801
European Union (27),,2000,5.526531
European Union (27),,2001,5.6909766
European Union (27),,2002,4.7761164
European Union (27),,2003,4.522208
European Union (27),,2004,4.7066126
European Union (27),,2005,4.405888
European Union (27),,2006,4.404864
European Union (27),,2007,4.406359
European Union (27),,2008,4.6483097
European Union (27),,2009,4.9635057
European Union (27),,2010,5.360722
European Union (27),,2011,4.513947
European Union (27),,2012,4.890753
European Union (27),,2013,5.4303727
European Union (27),,2014,5.6169877
European Union (27),,2015,5.0142937
European Union (27),,2016,5.0739117
European Union (27),,2017,4.2129235
European Union (27),,2018,4.9168983
European Union (27),,2019,4.596909
European Union (27),,2020,5.4158993
European Union (27),,2021,5.146635
European Union (27),,2022,4.226414
European Union (27),,2023,5.1783442
European Union (27),,2024,5.7269926
Finland,FIN,1965,22.845907
Finland,FIN,1966,22.266033
Finland,FIN,1967,23.72332
Finland,FIN,1968,19.666271
Finland,FIN,1969,14.871413
Finland,FIN,1970,14.697768
Finland,FIN,1971,16.066147
Finland,FIN,1972,14.797383
Finland,FIN,1973,13.676462
Finland,FIN,1974,17.157305
Finland,FIN,1975,16.22195
Finland,FIN,1976,11.845961
Finland,FIN,1977,14.423793
Finland,FIN,1978,11.156802
Finland,FIN,1979,11.459816
Finland,FIN,1980,10.815318
Finland,FIN,1981,14.371874
Finland,FIN,1982,13.954193
Finland,FIN,1983,14.628607
Finland,FIN,1984,13.6875515
Finland,FIN,1985,12.132457
Finland,FIN,1986,12.047415
Finland,FIN,1987,12.745911
Finland,FIN,1988,12.424407
Finland,FIN,1989,12.059228
Finland,FIN,1990,9.431864
Finland,FIN,1991,11.214228
Finland,FIN,1992,12.892761
Finland,FIN,1993,11.395089
Finland,FIN,1994,9.481471
Finland,FIN,1995,10.918367
Finland,FIN,1996,9.582668
Finland,FIN,1997,9.760347
Finland,FIN,1998,11.626018
Finland,FIN,1999,10.059066
Finland,FIN,2000,11.485773
Finland,FIN,2001,10.056786
Finland,FIN,2002,8.091715
Finland,FIN,2003,6.6790266
Finland,FIN,2004,10.506815
Finland,FIN,2005,10.494532
Finland,FIN,2006,8.098218
Finland,FIN,2007,9.978955
Finland,FIN,2008,12.421657
Finland,FIN,2009,9.87378
Finland,FIN,2010,9.170828
Finland,FIN,2011,9.326725
Finland,FIN,2012,12.946939
Finland,FIN,2013,9.733483
Finland,FIN,2014,10.477854
Finland,FIN,2015,13.109772
Finland,FIN,2016,12.069575
Finland,FIN,2017,11.466872
Finland,FIN,2018,10.064177
Finland,FIN,2019,9.553216
Finland,FIN,2020,12.726723
Finland,FIN,2021,12.357012
Finland,FIN,2022,10.545351
Finland,FIN,2023,11.350594
Finland,FIN,2024,10.678186
France,FRA,1965,9.727614
France,FRA,1966,10.607434
France,FRA,1967,8.671591
France,FRA,1968,9.158789
France,FRA,1969,8.743816
France,FRA,1970,8.646164
France,FRA,1971,7.195834
France,FRA,1972,6.7542543
France,FRA,1973,6.071565
France,FRA,1974,7.2977567
France,FRA,1975,8.256821
France,FRA,1976,6.290402
France,FRA,1977,9.71276
France,FRA,1978,8.38688
France,FRA,1979,7.9241595
France,FRA,1980,8.356485
France,FRA,1981,8.819512
France,FRA,1982,8.946565
France,FRA,1983,8.6163645
France,FRA,1984,7.881269
France,FRA,1985,7.193626
France,FRA,1986,7.0967765
France,FRA,1987,7.834931
France,FRA,1988,8.397709
France,FRA,1989,5.047321
France,FRA,1990,5.708197
France,FRA,1991,5.706498
France,FRA,1992,6.7798014
France,FRA,1993,6.3920407
France,FRA,1994,7.847728
France,FRA,1995,7.0808897
France,FRA,1996,6.1632338
France,FRA,1997,6.044209
France,FRA,1998,5.7441163
France,FRA,1999,6.623145
France,FRA,2000,5.983166
France,FRA,2001,6.6054626
France,FRA,2002,5.3705306
France,FRA,2003,5.1530657
France,FRA,2004,5.1321273
France,FRA,2005,4.4386997
France,FRA,2006,4.866998
France,FRA,2007,5.037088
France,FRA,2008,5.5117774
France,FRA,2009,5.203063
France,FRA,2010,5.5120115
France,FRA,2011,4.0591917
France,FRA,2012,5.2995496
France,FRA,2013,6.2807274
France,FRA,2014,5.7943134
France,FRA,2015,4.956737
France,FRA,2016,5.517892
France,FRA,2017,4.4989877
France,FRA,2018,5.7767043
France,FRA,2019,5.1505494
France,FRA,2020,6.3282213
France,FRA,2021,5.639406
France,FRA,2022,4.777006
France,FRA,2023,5.7407703
France,FRA,2024,6.970285
Germany,DEU,1965,1.5181433
Germany,DEU,1966,1.6377983
Germany,DEU,1967,1.5593591
Germany,DEU,1968,1.482081
Germany,DEU,1969,1.1147999
Germany,DEU,1970,1.3501227
Germany,DEU,1971,1.0266006
Germany,DEU,1972,0.9737433
Germany,DEU,1973,1.0618939
Germany,DEU,1974,1.2518058
Germany,DEU,1975,1.2602804
Germany,DEU,1976,0.9585726
Germany,DEU,1977,1.2205282
Germany,DEU,1978,1.2301985
Germany,DEU,1979,1.1668429
Germany,DEU,1980,1.2515432
Germany,DEU,1981,1.3493549
Germany,DEU,1982,1.3865047
Germany,DEU,1983,1.2960786
Germany,DEU,1984,1.2347094
Germany,DEU,1985,1.1296376
Germany,DEU,1986,1.21573
Germany,DEU,1987,1.3206043
Germany,DEU,1988,1.2993279
Germany,DEU,1989,1.1932034
Germany,DEU,1990,1.1518933
Germany,DEU,1991,1.0794092
Germany,DEU,1992,1.2952769
Germany,DEU,1993,1.3237022
Germany,DEU,1994,1.4233433
Germany,DEU,1995,1.5115614
Germany,DEU,1996,1.277328
Germany,DEU,1997,1.303426
Germany,DEU,1998,1.3177441
Germany,DEU,1999,1.4552622
Germany,DEU,2000,1.7415078
Germany,DEU,2001,1.5836744
Germany,DEU,2002,1.6256865
Germany,DEU,2003,1.25002
Germany,DEU,2004,1.4084114
Germany,DEU,2005,1.3387005
Germany,DEU,2006,1.3249153
Germany,DEU,2007,1.453617
Germany,DEU,2008,1.3785408
Germany,DEU,2009,1.3604045
Germany,DEU,2010,1.4267981
Germany,DEU,2011,1.2415496
Germany,DEU,2012,1.5003179
Germany,DEU,2013,1.5309218
Germany,DEU,2014,1.3531502
Germany,DEU,2015,1.2809707
Germany,DEU,2016,1.3547033
Germany,DEU,2017,1.286529
Germany,DEU,2018,1.1548762
Germany,DEU,2019,1.3143958
Germany,DEU,2020,1.3071496
Germany,DEU,2021,1.3586031
Germany,DEU,2022,1.2661179
Germany,DEU,2023,1.5456256
Germany,DEU,2024,1.7160084
Greece,GRC,1965,2.8163617
Greece,GRC,1966,5.5658484
Greece,GRC,1967,4.8486843
Greece,GRC,1968,3.842531
Greece,GRC,1969,5.4701843
Greece,GRC,1970,6.318237
Greece,GRC,1971,5.332081
Greece,GRC,1972,4.7963543
Greece,GRC,1973,3.458701
Greece,GRC,1974,3.7356987
Greece,GRC,1975,2.8279004
Greece,GRC,1976,2.3861723
Greece,GRC,1977,2.3535333
Greece,GRC,1978,3.59857
Greece,GRC,1979,4.8941107
Greece,GRC,1980,4.717431
Greece,GRC,1981,4.8308043
Greece,GRC,1982,4.9820776
Greece,GRC,1983,3.2519603
Greece,GRC,1984,3.81067
Greece,GRC,1985,3.535113
Greece,GRC,1986,4.06979
Greece,GRC,1987,3.1965234
Greece,GRC,1988,2.5755606
Greece,GRC,1989,1.9072006
Greece,GRC,1990,1.7121857
Greece,GRC,1991,2.9589367
Greece,GRC,1992,2.0658298
Greece,GRC,1993,2.1121647
Greece,GRC,1994,2.365705
Greece,GRC,1995,3.1006196
Greece,GRC,1996,3.7275412
Greece,GRC,1997,3.2349195
Greece,GRC,1998,2.9158905
Greece,GRC,1999,3.6047628
Greece,GRC,2000,2.7553244
Greece,GRC,2001,1.5426137
Greece,GRC,2002,2.0416114
Greece,GRC,2003,3.2687035
Greece,GRC,2004,3.1874402
Greece,GRC,2005,3.3846948
Greece,GRC,2006,3.824736
Greece,GRC,2007,1.6464722
Greece,GRC,2008,2.1283855
Greece,GRC,2009,3.5562027
Greece,GRC,2010,5.168046
Greece,GRC,2011,2.8090208
Greece,GRC,2012,3.2563953
Greece,GRC,2013,4.9805875
Greece,GRC,2014,3.7248123
Greece,GRC,2015,4.9906287
Greece,GRC,2016,4.572424
Greece,GRC,2017,3.0957348
Greece,GRC,2018,4.443357
Greece,GRC,2019,3.1494765
Greece,GRC,2020,3.0105278
Greece,GRC,2021,4.8601365
Greece,GRC,2022,3.0456169
Greece,GRC,2023,3.080447
Greece,GRC,2024,2.473428
High-income countries,,1965,6.3709097
High-income countries,,1966,6.4022365
High-income countries,,1967,6.3122883
High-income countries,,1968,6.0748363
High-income countries,,1969,5.9503894
High-income countries,,1970,5.781767
High-income countries,,1971,5.891027
High-income countries,,1972,5.851231
High-income countries,,1973,5.5499887
High-income countries,,1974,6.1852098
High-income countries,,1975,6.307259
High-income countries,,1976,5.7229257
High-income countries,,1977,5.6267576
High-income countries,,1978,5.8765783
High-income countries,,1979,5.953129
High-income countries,,1980,6.077916
High-income countries,,1981,6.2664914
High-income countries,,1982,6.609269
High-income countries,,1983,6.885975
High-income countries,,1984,6.584502
High-income countries,,1985,6.1305294
High-income countries,,1986,6.038688
High-income countries,,1987,5.828962
High-income countries,,1988,5.654971
High-income countries,,1989,5.4437857
High-income countries,,1990,5.593677
High-income countries,,1991,5.661857
High-income countries,,1992,5.592102
High-income countries,,1993,5.834846
High-income countries,,1994,5.6640544
High-income countries,,1995,5.8920794
High-income countries,,1996,5.767713
High-income countries,,1997,5.8967934
High-income countries,,1998,5.7643685
High-income countries,,1999,5.7251935
High-income countries,,2000,5.654615
High-income countries,,2001,5.3186874
High-income countries,,2002,5.2337503
High-income countries,,2003,5.0300198
High-income countries,,2004,5.0350747
High-income countries,,2005,5.017842
High-income countries,,2006,5.00115
High-income countries,,2007,4.83356
High-income countries,,2008,4.938537
High-income countries,,2009,5.179873
High-income countries,,2010,4.9743495
High-income countries,,2011,5.0187545
High-income countries,,2012,5.034592
High-income countries,,2013,5.1110206
High-income countries,,2014,5.0407286
High-income countries,,2015,4.8598456
High-income countries,,2016,4.9407077
High-income countries,,2017,4.833665
High-income countries,,2018,4.8722105
High-income countries,,2019,4.734497
High-income countries,,2020,5.275574
High-income countries,,2021,4.930953
High-income countries,,2022,4.590126
High-income countries,,2023,4.683344
High-income countries,,2024,4.747046
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0
Hong Kong,HKG,2019,0
Hong Kong,HKG,2020,0
Hong Kong,HKG,2021,0
Hong Kong,HKG,2022,0
Hong Kong,HKG,2023,0
Hong Kong,HKG,2024,0
Hungary,HUN,1965,0.11263576
Hungary,HUN,1966,0.14819166
Hungary,HUN,1967,0.12733713
Hungary,HUN,1968,0.13320886
Hungary,HUN,1969,0.13277733
Hungary,HUN,1970,0.11416027
Hungary,HUN,1971,0.120620094
Hungary,HUN,1972,0.13386396
Hungary,HUN,1973,0.11350439
Hungary,HUN,1974,0.088322945
Hungary,HUN,1975,0.1678884
Hungary,HUN,1976,0.15907438
Hungary,HUN,1977,0.1366182
Hungary,HUN,1978,0.11830802
Hungary,HUN,1979,0.12640211
Hungary,HUN,1980,0.09667279
Hungary,HUN,1981,0.14649671
Hungary,HUN,1982,0.13803582
Hungary,HUN,1983,0.13698673
Hungary,HUN,1984,0.15577456
Hungary,HUN,1985,0.12930903
Hungary,HUN,1986,0.12910019
Hungary,HUN,1987,0.13569047
Hungary,HUN,1988,0.13896172
Hungary,HUN,1989,0.1333818
Hungary,HUN,1990,0.15336265
Hungary,HUN,1991,0.17900614
Hungary,HUN,1992,0.151977
Hungary,HUN,1993,0.16587636
Hungary,HUN,1994,0.15818916
Hungary,HUN,1995,0.15835285
Hungary,HUN,1996,0.19734958
Hungary,HUN,1997,0.21102943
Hungary,HUN,1998,0.14918147
Hungary,HUN,1999,0.17429788
Hungary,HUN,2000,0.17663842
Hungary,HUN,2001,0.17914945
Hungary,HUN,2002,0.18980974
Hungary,HUN,2003,0.16423388
Hungary,HUN,2004,0.19277796
Hungary,HUN,2005,0.17681606
Hungary,HUN,2006,0.16512927
Hungary,HUN,2007,0.18796398
Hungary,HUN,2008,0.19191878
Hungary,HUN,2009,0.2203448
Hungary,HUN,2010,0.17699035
Hungary,HUN,2011,0.2143527
Hungary,HUN,2012,0.21959528
Hungary,HUN,2013,0.22998129
Hungary,HUN,2014,0.3230366
Hungary,HUN,2015,0.23706582
Hungary,HUN,2016,0.25594395
Hungary,HUN,2017,0.20517036
Hungary,HUN,2018,0.20451917
Hungary,HUN,2019,0.19821717
Hungary,HUN,2020,0.22409537
Hungary,HUN,2021,0.18494794
Hungary,HUN,2022,0.16480702
Hungary,HUN,2023,0.2139091
Hungary,HUN,2024,0.21820669
Iceland,ISL,1965,23.830643
Iceland,ISL,1966,22.10476
Iceland,ISL,1967,23.785294
Iceland,ISL,1968,23.236818
Iceland,ISL,1969,29.248278
Iceland,ISL,1970,39.828102
Iceland,ISL,1971,39.875793
Iceland,ISL,1972,40.554264
Iceland,ISL,1973,43.031925
Iceland,ISL,1974,45.77063
Iceland,ISL,1975,46.600834
Iceland,ISL,1976,48.05305
Iceland,ISL,1977,48.721317
Iceland,ISL,1978,48.234375
Iceland,ISL,1979,50.0708
Iceland,ISL,1980,53.585323
Iceland,ISL,1981,53.008144
Iceland,ISL,1982,57.155888
Iceland,ISL,1983,58.31482
Iceland,ISL,1984,57.72896
Iceland,ISL,1985,57.152042
Iceland,ISL,1986,57.30683
Iceland,ISL,1987,56.56054
Iceland,ISL,1988,57.05977
Iceland,ISL,1989,55.737877
Iceland,ISL,1990,54.87772
Iceland,ISL,1991,56.22819
Iceland,ISL,1992,56.321404
Iceland,ISL,1993,56.174973
Iceland,ISL,1994,56.154087
Iceland,ISL,1995,56.422165
Iceland,ISL,1996,54.18658
Iceland,ISL,1997,56.485443
Iceland,ISL,1998,56.209305
Iceland,ISL,1999,54.946476
Iceland,ISL,2000,54.32484
Iceland,ISL,2001,55.201355
Iceland,ISL,2002,55.96175
Iceland,ISL,2003,56.22089
Iceland,ISL,2004,55.081303
Iceland,ISL,2005,53.424503
Iceland,ISL,2006,49.756687
Iceland,ISL,2007,49.517254
Iceland,ISL,2008,58.50283
Iceland,ISL,2009,57.226944
Iceland,ISL,2010,58.25667
Iceland,ISL,2011,57.32388
Iceland,ISL,2012,55.35368
Iceland,ISL,2013,55.541782
Iceland,ISL,2014,55.2729
Iceland,ISL,2015,56.555477
Iceland,ISL,2016,54.548164
Iceland,ISL,2017,54.13046
Iceland,ISL,2018,50.681763
Iceland,ISL,2019,51.462177
Iceland,ISL,2020,54.490925
Iceland,ISL,2021,54.7632
Iceland,ISL,2022,53.430946
Iceland,ISL,2023,52.886005
Iceland,ISL,2024,51.26137
India,IND,1965,8.642867
India,IND,1966,8.758059
India,IND,1967,9.5069475
India,IND,1968,10.26706
India,IND,1969,10.283279
India,IND,1970,11.150708
India,IND,1971,11.763085
India,IND,1972,10.844438
India,IND,1973,11.316324
India,IND,1974,10.27145
India,IND,1975,11.421364
India,IND,1976,11.392174
India,IND,1977,11.753042
India,IND,1978,14.048056
India,IND,1979,12.826431
India,IND,1980,12.743205
India,IND,1981,12.260989
India,IND,1982,10.437127
India,IND,1983,9.557957
India,IND,1984,10.000821
India,IND,1985,9.139798
India,IND,1986,8.661662
India,IND,1987,7.5822268
India,IND,1988,7.7713346
India,IND,1989,8.257143
India,IND,1990,8.059574
India,IND,1991,8.505576
India,IND,1992,7.662509
India,IND,1993,7.5476995
India,IND,1994,8.124713
India,IND,1995,7.1514516
India,IND,1996,6.2513843
India,IND,1997,6.0220985
India,IND,1998,6.7659783
India,IND,1999,6.471361
India,IND,2000,5.764068
India,IND,2001,5.338778
India,IND,2002,4.8691363
India,IND,2003,4.726518
India,IND,2004,6.294046
India,IND,2005,5.7067704
India,IND,2006,6.2309766
India,IND,2007,6.217413
India,IND,2008,5.472495
India,IND,2009,4.6781106
India,IND,2010,4.550195
India,IND,2011,5.2029696
India,IND,2012,4.3176775
India,IND,2013,4.7328043
India,IND,2014,4.6413426
India,IND,2015,4.298427
India,IND,2016,3.9250338
India,IND,2017,3.9831595
India,IND,2018,3.857743
India,IND,2019,4.3502116
India,IND,2020,4.6294613
India,IND,2021,4.1649103
India,IND,2022,4.299986
India,IND,2023,3.3845963
India,IND,2024,3.3856852
Indonesia,IDN,1965,6.02221
Indonesia,IDN,1966,7.8977
Indonesia,IDN,1967,8.981465
Indonesia,IDN,1968,10.412337
Indonesia,IDN,1969,9.643214
Indonesia,IDN,1970,10.9461775
Indonesia,IDN,1971,3.7677922
Indonesia,IDN,1972,3.175855
Indonesia,IDN,1973,3.5537581
Indonesia,IDN,1974,3.674482
Indonesia,IDN,1975,3.1459382
Indonesia,IDN,1976,1.7560611
Indonesia,IDN,1977,2.20868
Indonesia,IDN,1978,1.4015548
Indonesia,IDN,1979,1.3692333
Indonesia,IDN,1980,1.1537104
Indonesia,IDN,1981,1.0722907
Indonesia,IDN,1982,1.1473335
Indonesia,IDN,1983,1.6290886
Indonesia,IDN,1984,1.6156492
Indonesia,IDN,1985,1.8630431
Indonesia,IDN,1986,2.8108943
Indonesia,IDN,1987,2.7396262
Indonesia,IDN,1988,2.8506546
Indonesia,IDN,1989,3.2081933
Indonesia,IDN,1990,3.0090752
Indonesia,IDN,1991,3.1570249
Indonesia,IDN,1992,3.7449515
Indonesia,IDN,1993,3.2387435
Indonesia,IDN,1994,2.7764478
Indonesia,IDN,1995,2.6496005
Indonesia,IDN,1996,2.6293871
Indonesia,IDN,1997,1.6093388
Indonesia,IDN,1998,2.894218
Indonesia,IDN,1999,2.6543171
Indonesia,IDN,2000,2.3906283
Indonesia,IDN,2001,2.5829518
Indonesia,IDN,2002,2.123977
Indonesia,IDN,2003,1.7807997
Indonesia,IDN,2004,1.9032744
Indonesia,IDN,2005,2.0339031
Indonesia,IDN,2006,1.7841973
Indonesia,IDN,2007,1.9394253
Indonesia,IDN,2008,1.942167
Indonesia,IDN,2009,1.8564153
Indonesia,IDN,2010,2.6113617
Indonesia,IDN,2011,1.748577
Indonesia,IDN,2012,1.7006706
Indonesia,IDN,2013,2.3696582
Indonesia,IDN,2014,2.0747776
Indonesia,IDN,2015,1.8311919
Indonesia,IDN,2016,2.4867988
Indonesia,IDN,2017,2.296945
Indonesia,IDN,2018,2.5203657
Indonesia,IDN,2019,2.319675
Indonesia,IDN,2020,2.8318079
Indonesia,IDN,2021,2.7630603
Indonesia,IDN,2022,2.4351163
Indonesia,IDN,2023,2.1494763
Indonesia,IDN,2024,2.1601245
Iran,IRN,1965,4.9239974
Iran,IRN,1966,4.854431
Iran,IRN,1967,4.750207
Iran,IRN,1968,4.6467304
Iran,IRN,1969,4.557313
Iran,IRN,1970,4.158833
Iran,IRN,1971,4.08069
Iran,IRN,1972,4.7291536
Iran,IRN,1973,3.3493075
Iran,IRN,1974,3.253002
Iran,IRN,1975,2.930849
Iran,IRN,1976,2.9131227
Iran,IRN,1977,2.6583529
Iran,IRN,1978,4.263395
Iran,IRN,1979,3.421548
Iran,IRN,1980,3.8278081
Iran,IRN,1981,4.165084
Iran,IRN,1982,3.8717184
Iran,IRN,1983,3.1896534
Iran,IRN,1984,2.7589767
Iran,IRN,1985,2.5488431
Iran,IRN,1986,3.2529914
Iran,IRN,1987,3.3641903
Iran,IRN,1988,3.48055
Iran,IRN,1989,2.5980558
Iran,IRN,1990,2.5313313
Iran,IRN,1991,1.7714487
Iran,IRN,1992,2.6309264
Iran,IRN,1993,3.2550466
Iran,IRN,1994,1.9012783
Iran,IRN,1995,2.1884034
Iran,IRN,1996,2.1302752
Iran,IRN,1997,1.392558
Iran,IRN,1998,1.6853502
Iran,IRN,1999,1.0736268
Iran,IRN,2000,0.7524106
Iran,IRN,2001,0.76348686
Iran,IRN,2002,1.3508719
Iran,IRN,2003,1.5790392
Iran,IRN,2004,1.7672396
Iran,IRN,2005,2.0043142
Iran,IRN,2006,2.3376288
Iran,IRN,2007,2.1219175
Iran,IRN,2008,0.84516966
Iran,IRN,2009,0.74200016
Iran,IRN,2010,1.0867807
Iran,IRN,2011,1.084472
Iran,IRN,2012,1.2529553
Iran,IRN,2013,1.4000173
Iran,IRN,2014,1.3254427
Iran,IRN,2015,1.2153115
Iran,IRN,2016,1.3281361
Iran,IRN,2017,1.4262599
Iran,IRN,2018,0.78441066
Iran,IRN,2019,2.5469887
Iran,IRN,2020,1.6767348
Iran,IRN,2021,1.0097343
Iran,IRN,2022,0.98661697
Iran,IRN,2023,1.5492686
Iran,IRN,2024,1.2835535
Iraq,IRQ,1965,0.8542793
Iraq,IRQ,1966,1.0167433
Iraq,IRQ,1967,1.1508155
Iraq,IRQ,1968,1.3090603
Iraq,IRQ,1969,1.2493966
Iraq,IRQ,1970,1.2236452
Iraq,IRQ,1971,1.297324
Iraq,IRQ,1972,1.1074051
Iraq,IRQ,1973,1.6336726
Iraq,IRQ,1974,2.301759
Iraq,IRQ,1975,2.4272916
Iraq,IRQ,1976,1.9213542
Iraq,IRQ,1977,2.2635674
Iraq,IRQ,1978,2.6705623
Iraq,IRQ,1979,3.1097152
Iraq,IRQ,1980,1.8936106
Iraq,IRQ,1981,1.7907598
Iraq,IRQ,1982,1.7004957
Iraq,IRQ,1983,1.4802574
Iraq,IRQ,1984,1.358091
Iraq,IRQ,1985,1.1838293
Iraq,IRQ,1986,1.0108386
Iraq,IRQ,1987,3.719379
Iraq,IRQ,1988,3.2107995
Iraq,IRQ,1989,2.8272402
Iraq,IRQ,1990,5.453382
Iraq,IRQ,1991,3.982347
Iraq,IRQ,1992,6.11391
Iraq,IRQ,1993,5.4301233
Iraq,IRQ,1994,4.8624654
Iraq,IRQ,1995,5.564493
Iraq,IRQ,1996,5.064516
Iraq,IRQ,1997,4.3485928
Iraq,IRQ,1998,5.4372516
Iraq,IRQ,1999,4.324654
Iraq,IRQ,2000,2.757229
Iraq,IRQ,2001,2.8419464
Iraq,IRQ,2002,3.6559691
Iraq,IRQ,2003,4.2741904
Iraq,IRQ,2004,4.794266
Iraq,IRQ,2005,4.279442
Iraq,IRQ,2006,4.4663196
Iraq,IRQ,2007,4.0294313
Iraq,IRQ,2008,2.239946
Iraq,IRQ,2009,2.1912282
Iraq,IRQ,2010,2.4037626
Iraq,IRQ,2011,2.1771026
Iraq,IRQ,2012,2.572119
Iraq,IRQ,2013,2.4319856
Iraq,IRQ,2014,1.5133127
Iraq,IRQ,2015,1.368852
Iraq,IRQ,2016,1.6802433
Iraq,IRQ,2017,0.9095799
Iraq,IRQ,2018,0.7265529
Iraq,IRQ,2019,1.8419718
Iraq,IRQ,2020,1.7297428
Iraq,IRQ,2021,1.333769
Iraq,IRQ,2022,0.95837975
Iraq,IRQ,2023,0.47009513
Iraq,IRQ,2024,0.45924366
Ireland,IRL,1965,3.8769944
Ireland,IRL,1966,3.1172132
Ireland,IRL,1967,2.7175415
Ireland,IRL,1968,2.2280924
Ireland,IRL,1969,1.6817858
Ireland,IRL,1970,2.9461863
Ireland,IRL,1971,1.6429999
Ireland,IRL,1972,2.2963138
Ireland,IRL,1973,2.036341
Ireland,IRL,1974,2.4749982
Ireland,IRL,1975,1.7504191
Ireland,IRL,1976,1.943571
Ireland,IRL,1977,2.2888916
Ireland,IRL,1978,2.062349
Ireland,IRL,1979,2.2131712
Ireland,IRL,1980,2.3196359
Ireland,IRL,1981,2.4434693
Ireland,IRL,1982,2.2946222
Ireland,IRL,1983,2.2608354
Ireland,IRL,1984,2.0119767
Ireland,IRL,1985,2.3403277
Ireland,IRL,1986,2.3776634
Ireland,IRL,1987,1.7551508
Ireland,IRL,1988,2.242556
Ireland,IRL,1989,1.7407974
Ireland,IRL,1990,1.6440963
Ireland,IRL,1991,1.693989
Ireland,IRL,1992,1.8470072
Ireland,IRL,1993,1.693412
Ireland,IRL,1994,1.9542781
Ireland,IRL,1995,1.4836721
Ireland,IRL,1996,1.4233594
Ireland,IRL,1997,1.2935487
Ireland,IRL,1998,1.6247499
Ireland,IRL,1999,1.4212626
